gvkey,datadate,conm,ipodate,rdq,datacqtr,datafqtr,cusip,cik,TICKER,sic,addzip,exchg,fic,icaptq,atq,ltq,saleq,revtq,cogsq,xsgaq,oibdpq,oiadpq,ibq,txditcq,txdbq,itccy,oancfy,ivncfy,fincfy,sstky,prstkcy,dltisy,dltry,actq,lctq,invtq,dlcq,dlttq,mibq,mibtq,cheq,rectq,seqq,ceqq,niq,dpcy,dpq,wcapchy,capxy,sppey,xintq,ppentq,loq,xrdq,pstkrq,pstkq,cshoq,prccq,itccq,oancfq,ivncfq,fincfq,sstkq,prstkcq,dltisq,dltrq,dpcq,wcapchq,capxq,sppeq
1690,2015/6/30,APPLE INC,1980/12/12,2015/7/21,2015.25,2015.5,37833100,320193,AAPL,3663,95014,14,USA,173096,273151,147474,49605,49605,26840,5598,17167,14083,10677,24539,24539,,67791,-54899,-11417,324,23332,21312,,70953,65285,2042,6999,47419,0,0,34703,19907,125677,125677,10677,8138,3084,,7629,0,201,21149,10231,2034,0,0,5705.4,125.425,,14988,-11403,-2755,15,10724,9980,,3084,,2043,0
1690,2015/9/30,APPLE INC,1980/12/12,2015/10/27,2015.5,2015.75,37833100,320193,AAPL,3663,95014,14,USA,172818,290479,171124,51501,51501,27834,5925,17742,14623,11124,24062,24062,,81266,-56274,-17716,543,36752,27114,,89378,80610,2349,10999,53463,0,0,41601,30343,119355,119355,11124,11257,3119,,11247,0,238,22471,12989,2220,0,0,5578.753,110.3,,13475,-1375,-6299,219,13420,5802,,3119,,3618,0
1690,2015/12/31,APPLE INC,1980/12/12,2016/1/26,2015.75,2016,37833100,320193,AAPL,3663,95014,14,USA,181471,293284,165017,75324,75324,42495,6252,26577,23623,18361,21617,21617,,27463,-20450,-11444,1,7460,0,0,76219,76092,2451,9759,53204,0,0,38074,24621,128267,128267,18361,2954,2954,,3612,0,276,22300,14104,2404,0,0,5544.487,105.26,,27463,-20450,-11444,1,7460,0,0,2954,,3612,0
1690,2016/3/31,APPLE INC,1980/12/12,2016/4/26,2016,2016.25,37833100,320193,AAPL,3663,95014,14,USA,199831,305277,174820,50557,50557,28159,5934,16464,13987,10516,22955,22955,,39064,-34110,-4560,247,14281,15584,,87592,68265,2281,10498,69374,0,0,55283,19824,130457,130457,10516,5431,2477,,5948,0,321,23203,14226,2511,0,0,5478.446,108.99,,11601,-13660,6884,246,6821,15584,,2477,,2336,0
1690,2016/6/30,APPLE INC,1980/12/12,2016/7/26,2016.25,2016.5,37833100,320193,AAPL,3663,95014,14,USA,195480,305602,179061,42358,42358,23726,6001,12631,10105,7796,24560,24560,,49698,-38580,-14001,247,25057,17984,2500,93761,71486,1831,15996,68939,0,0,61756,19042,126541,126541,7796,7957,2526,,8757,0,409,25448,14076,2560,0,0,5393.165,95.6,,10634,-4470,-9441,0,10776,2400,,2526,,2809,0
1690,2016/9/30,APPLE INC,1980/12/12,2016/10/25,2016.5,2016.75,37833100,320193,AAPL,3663,95014,14,USA,203676,321686,193437,46852,46852,26491,6052,14309,11761,9014,26019,26019,,65824,-45977,-20483,495,31292,24954,2500,106869,79006,2132,11605,75427,0,0,67155,29299,128249,128249,9014,10505,2548,,12734,0,450,27010,12985,2570,0,0,5336.166,113.05,,16126,-7397,-6482,248,6235,6970,0,2548,,3977,0
1690,2016/12/31,APPLE INC,1980/12/12,2017/1/31,2016.75,2017,37833100,320193,AAPL,3663,95014,14,USA,205947,331141,198751,78351,78351,45188,6817,26346,23359,17891,26948,26948,,27056,-19122,-12047,0,11480,0,0,103332,84130,2712,13992,73557,0,0,60452,27977,132390,132390,17891,2987,2987,,3334,0,525,26510,14116,2871,0,0,5255.423,115.82,,27056,-19122,-12047,0,11480,0,0,2987,,3334,0
1690,2017/3/31,APPLE INC,1980/12/12,2017/5/2,2017,2017.25,37833100,320193,AAPL,3663,95014,14,USA,218613,334532,200450,52896,52896,29973,6494,16429,14097,11029,28226,28226,,39579,-33324,-11582,273,18800,10975,,101990,73342,2910,13991,84531,0,0,67101,20612,134082,134082,11029,5319,2332,,6309,0,530,27163,14351,2776,0,0,5205.815,143.66,,12523,-14202,465,273,7320,10975,,2332,,2975,0
1690,2017/6/30,APPLE INC,1980/12/12,2017/8/1,2017.25,2017.5,37833100,320193,AAPL,3663,95014,14,USA,222289,345173,212748,45408,45408,25566,6720,13122,10768,8717,30191,30191,,47942,-36504,-13351,274,26751,21725,3500,112875,81302,3146,18475,89864,0,0,76759,22632,132425,132425,8717,7673,2354,,8586,0,602,29286,11391,2937,0,0,5169.782,144.02,,8363,-3180,-1769,1,7951,10750,,2354,,2277,0
1690,2017/9/30,APPLE INC,1980/12/12,2017/11/2,2017.5,2017.75,37833100,320193,AAPL,3663,95014,14,USA,231254,375319,241272,52579,52579,30164,6811,15604,13120,10714,31504,31504,,63598,-46446,-17347,555,34774,28662,3500,128645,100814,4855,18473,97207,0,0,74181,35673,134047,134047,10714,10157,2484,,12451,0,666,33783,11747,2997,0,0,5126.201,154.12,,15656,-9942,-3996,281,8023,6937,0,2484,,3865,0
1690,2017/12/31,APPLE INC,1980/12/12,2018/2/1,2017.75,2018,37833100,320193,AAPL,3663,95014,14,USA,244121,406794,266595,88293,88293,51636,7638,29019,26274,20065,548,548,,28293,-13590,-7501,0,11133,6969,,143810,115788,4421,18478,103922,0,0,77153,50899,140199,140199,20065,2745,2745,,2810,0,734,33679,46337,3407,0,0,5081.651,169.23,,28293,-13590,-7501,0,11133,6969,,2745,,2810,0
1690,2018/3/31,APPLE INC,1980/12/12,2018/5/1,2018,2018.25,37833100,320193,AAPL,3663,95014,14,USA,228240,367502,240624,61137,61137,34976,7528,18633,15894,13822,548,548,,43423,15120,-33773,327,34041,6969,500,130053,89320,7662,20478,101362,0,0,87940,22408,126878,126878,13822,5484,2739,,7005,0,792,35077,49394,3378,0,0,4943.282,167.78,,15130,28710,-26272,327,22908,0,,2739,,4195,0
1690,2018/6/30,APPLE INC,1980/12/12,2018/7/31,2018.25,2018.5,37833100,320193,AAPL,3663,95014,14,USA,212077,349197,234248,53029,53029,30179,7809,15041,12376,11519,398,398,,57911,19067,-65296,328,55901,6969,6500,115761,88548,5936,17472,97128,0,0,70970,26367,114949,114949,11519,8149,2665,,10272,0,846,38117,48174,3701,0,0,4842.917,185.11,,14488,3947,-31523,1,21860,0,6000,2665,,3267,0
1690,2018/9/30,APPLE INC,1980/12/12,2018/11/1,2018.5,2018.75,37833100,320193,AAPL,3663,95014,14,USA,200882,365725,258578,62900,62900,36062,7966,18872,16118,14125,426,426,,77434,16066,-87876,669,75265,6969,6500,131339,116866,3956,20748,93735,0,0,66301,48995,107147,107147,14125,10903,2754,,13313,0,868,41304,47551,3750,0,0,4754.986,225.74,,19523,-3001,-22580,341,19364,0,0,2754,,3041,0
1690,2018/12/31,APPLE INC,1980/12/12,2019/1/29,2018.75,2019,37833100,320193,AAPL,3663,95014,14,USA,210881,373719,255827,84310,84310,48884,8685,26741,23346,19965,,,,26690,5844,-13676,0,10114,0,0,140828,108283,4988,21741,92989,0,0,86427,36981,117892,117892,19965,3395,3395,,3355,0,890,39597,54555,3902,0,0,4729.803,157.74,,26690,5844,-13676,0,10114,0,0,3395,,3355,0
1690,2019/3/31,APPLE INC,1980/12/12,2019/4/30,2019,2019.25,37833100,320193,AAPL,3663,95014,14,USA,196061,341998,236138,58015,58015,33154,8406,16455,13415,11561,,,,37845,19192,-43133,390,33925,0,2500,123346,93772,4884,22429,90201,0,0,80092,26278,105860,105860,11561,6435,3040,,5718,0,1010,38746,52165,3948,0,0,4607.284,189.95,,11155,13348,-29457,390,23811,0,2500,3040,,2363,0
1690,2019/6/30,APPLE INC,1980/12/12,2019/7/30,2019.25,2019.5,37833100,320193,AAPL,3663,95014,14,USA,181392,322239,225783,53809,53809,30649,8683,14477,11544,10044,,,,49481,46694,-69937,391,52079,0,5500,134973,89704,3355,23482,84936,0,0,94880,26474,96456,96456,10044,9368,2933,,7718,0,866,37636,51143,4257,0,0,4531.395,197.92,,11636,27502,-26804,1,18154,0,3000,2933,,2000,0
1690,2019/9/30,APPLE INC,1980/12/12,2019/10/30,2019.5,2019.75,37833100,320193,AAPL,3663,95014,14,USA,182295,338516,248028,64040,64040,36548,8688,18804,15625,13686,6200,6200,,69391,45896,-90976,781,69714,6963,8805,162819,105718,4106,16240,91807,0,0,100580,45804,90488,90488,13686,12547,3179,,10495,0,810,37378,44303,4110,0,0,4443.236,223.97,,19910,-798,-21039,390,17635,6963,3305,3179,,2777,0
1690,2019/12/31,APPLE INC,1980/12/12,2020/1/28,2019.75,2020,37833100,320193,AAPL,3663,95014,14,USA,189809,340618,251087,91819,91819,53786,9648,28385,25569,22236,,,,30516,-13668,-25407,2,22085,2210,1000,163231,102161,4097,16473,100278,0,0,107230,39946,89531,89531,22236,2816,2816,,2107,0,785,44293,48648,4451,0,0,4384.959,293.65,,30516,-13668,-25407,2,22085,2210,1000,2816,,2107,0
1690,2020/3/31,APPLE INC,1980/12/12,2020/4/30,2020,2020.25,37833100,320193,AAPL,3663,95014,14,USA,175561,320400,241975,58313,58313,33157,9517,15639,12853,11249,,,,43827,-4655,-46347,430,40846,2210,5250,143753,96094,3334,21625,97136,0,0,95128,30677,78425,78425,11249,5602,2786,,3960,0,757,43986,48745,4565,0,0,4323.987,254.29,,13311,9013,-20940,428,18761,0,4250,2786,,1853,0
4839,1962/3/31,FORD MOTOR CO,,,1962,1962,345370860,37996,F,3711,48126,11,USA,,,,1999.7,1999.7,,,311.5,256.1,127.7,,,,,,,,,,,,,,,,,,,,,,127.7,,55.4,,,,,,,,,,,97.3798,,,,,,,,,,,,
4839,1962/6/30,FORD MOTOR CO,,,1962.25,1962.25,345370860,37996,F,3711,48126,11,USA,,,,2043.2,2043.2,,,342.7,286.4,140.6,,,,,,,,,,,,,,,,,,,,,,140.6,,56.3,,,,,,,,,,,77.2599,,,,,,,,,,,,
4839,1962/9/30,FORD MOTOR CO,,,1962.5,1962.5,345370860,37996,F,3711,48126,11,USA,,,,1747.8,1747.8,,,218.9,161.6,82.1,,,,,,,,,,,,,,,,,,,,,,82.1,,57.3,,,,,,,,,,,41.37,,,,,,,,,,,,
4839,1962/12/31,FORD MOTOR CO,,,1962.75,1962.75,345370860,37996,F,3711,48126,11,USA,,,,2298.9,2298.9,,,362.3,303,130.3,,,,,,,,,,,,,,,,,,,,,,130.3,,59.3,,,,,,,,,,,46.3699,,,,,,,,,,,,
4839,1963/3/31,FORD MOTOR CO,,,1963,1963,345370860,37996,F,3711,48126,11,USA,,,,2094.2,2094.2,,,307.8,249.5,121.3,,,,,,,,,,,,,,,,,,,,,,121.3,,58.3,,,,,,,,,,,46.3699,,,,,,,,,,,,
4839,1963/6/30,FORD MOTOR CO,,,1963.25,1963.25,345370860,37996,F,3711,48126,11,USA,,,,2339.9,2339.9,,,381.7,323.4,155.9,,,,,,,,,,,,,,,,,,,,,,155.9,,58.3,,,,,,,,,,,52.12,,,,,,,,,,,,
4839,1963/9/30,FORD MOTOR CO,,,1963.5,1963.5,345370860,37996,F,3711,48126,11,USA,,,,1763.7,1763.7,,,201.3,142.9,69.7,,,,,,,,,,,,,,,,,,,,,,69.7,,58.4,,,,,,,,,,,53.7499,,,,,,,,,,,,
4839,1963/12/31,FORD MOTOR CO,,,1963.75,1963.75,345370860,37996,F,3711,48126,11,USA,,,,2544.7,2544.7,,,370.3,312.4,141.65,,,,,,,,,,,,,,,,,,,,,,141.65,,57.9,,,,,,,,,,,49.8699,,,,,,,,,,,,
4839,1964/3/31,FORD MOTOR CO,,,1964,1964,345370860,37996,F,3711,48126,11,USA,,,,2415.6,2415.6,,,353.9,294.3,144.3,,,,,,,,,,,,,,,,,,,,,,144.3,,59.6,,,,,,,,,,,53.87,,,,,,,,,,,,
4839,1964/6/30,FORD MOTOR CO,,,1964.25,1964.25,345370860,37996,F,3711,48126,11,USA,,,,2672.6,2672.6,,,420.5,362.7,179.7,,,,,,,,,,,,,,,,,,,,,,179.7,,57.8,,,,,,,,,,,52.4999,,,,,,,,,,,,
4839,1964/9/30,FORD MOTOR CO,,,1964.5,1964.5,345370860,37996,F,3711,48126,11,USA,,,,2039.3,2039.3,,,185.6,125.1,79.7,,,,,,,,,,,,,,,,,,,,,,79.7,,60.5,,,,,,,,,,,57.8699,,,,,,,,,,,,
4839,1964/12/31,FORD MOTOR CO,,,1964.75,1964.75,345370860,37996,F,3711,48126,11,USA,,,,2543.3,2543.3,,,268.3,203.72,101.94,,,,,,,,,,,,,,,,,,,,,,101.94,,64.58,,,,,,,,,,,54.3699,,,,,,,,,,,,
4839,1965/3/31,FORD MOTOR CO,,,1965,1965,345370860,37996,F,3711,48126,11,USA,,,,2912.2,2912.2,,,447.9,384.2,200.8,,,,,,,,,,,,,,,,,,,,,,200.8,,63.7,,,,,,,,,,,55.75,,,,,,,,,,,,
4839,1965/6/30,FORD MOTOR CO,,,1965.25,1965.25,345370860,37996,F,3711,48126,11,USA,,,,3085.6,3085.6,,,475.9,411.5,237.3,,,,,,,,,,,,,,,,,,,,,,237.3,,64.4,,,,,,,,,,,52.63,,,,,,,,,,,,
4839,1965/9/30,FORD MOTOR CO,,,1965.5,1965.5,345370860,37996,F,3711,48126,11,USA,,,,2307.8,2307.8,,,223.8,156.5,102.1,,,,,,,,,,,,,,,,,,,,,,102.1,,67.3,,,,,,,,,,,55.8699,,,,,,,,,,,,
4839,1965/12/31,FORD MOTOR CO,,,1965.75,1965.75,345370860,37996,F,3711,48126,11,USA,,,,3231.2,3231.2,,,402.39,330.3,162.849,,,,,,,,,,,,,,,,,,,,,,162.849,,72.09,,,,,,,,,,,54.3699,,,,,,,,,,,,
4839,1966/3/31,FORD MOTOR CO,,,1966,1966,345370860,37996,F,3711,48126,11,USA,,,,3181.7,3181.7,,,457.7,384.7,210.2,,,,,,,,,,,,,,,,,,,,,,210.2,,73,,,,,,,,,,,50.37,,,,,,,,,,,,
4839,1966/6/30,FORD MOTOR CO,,,1966.25,1966.25,345370860,37996,F,3711,48126,11,USA,,,,3331.9,3331.9,,,464.1,389.3,216.9,,,,,,,,,,,,,,,,,,,,,,216.9,,74.8,,,,,,,,,,,45.3699,,,,,,,,,,,,
4839,1966/9/30,FORD MOTOR CO,,,1966.5,1966.5,345370860,37996,F,3711,48126,11,USA,,,,2353.5,2353.5,,,168.7,90.1,65.8,,,,,,,,,,,,,,,,,,,,,,65.8,,78.6,,,,,,,,,,,41.75,,,,,,,,,,,,
4839,1966/12/31,FORD MOTOR CO,,,1966.75,1966.75,345370860,37996,F,3711,48126,11,USA,,,,3372.9,3372.9,,,374.88,293.42,128.123,,,,,,,,,,,,,,,,,,,,,,128.123,,81.46,,,,,,,,,,,38.4999,,,,,,,,,,,,
4839,1967/3/31,FORD MOTOR CO,,,1967,1967,345370860,37996,F,3711,48126,11,USA,,,,2870.5,2870.5,,,281.1,198.6,120.6,,,,,,,,,,,,,,,,,,,,,,120.6,,82.5,,,,,,,,,,,51.2499,,,,,,,,,,,,
4839,1967/6/30,FORD MOTOR CO,,,1967.25,1967.25,345370860,37996,F,3711,48126,11,USA,,,,3168.2,3168.2,,,338.5,254,146.5,,,,,,,,,,,,,,,,,,,,,,146.5,,84.5,,,,,,,,,,,51.1199,,,,,,,,,,,,
4839,1967/9/30,FORD MOTOR CO,,,1967.5,1967.5,345370860,37996,F,3711,48126,11,USA,,,,2031.9,2031.9,,,-61.2,-147.2,-73.9,,,,,,,,,,,,,,,,,,,,,,-73.9,,86,,,,,,,,,,,53.1199,,,,,,,,,,,,
4839,1967/12/31,FORD MOTOR CO,,,1967.75,1967.75,345370860,37996,F,3711,48126,11,USA,,,,2445.1,2445.1,,,-63.9,-155.6,-109.1,,,,,,,,,,,,,,,,,,,,,,-109.1,,91.7,,,,,,,,,,,53.4999,,,,,,,,,,,,
4839,1968/3/31,FORD MOTOR CO,,,1968,1968,345370860,37996,F,3711,48126,11,USA,,,,3898.8,3898.8,,,521.6,431.3,203.3,,,,,,,,,,,,,,,,,,,,,,203.3,,90.3,,,,,,,,,,,48.5,,,,,,,,,,,,
4839,1968/6/30,FORD MOTOR CO,,,1968.25,1968.25,345370860,37996,F,3711,48126,11,USA,,,,3714.5,3714.5,,,467.9,379.1,187.2,,,,,,,,,,,,,,,,,,,,,,187.2,,88.8,,,,,,,,,,,52.4999,,,,,,,,,,,,
4839,1968/9/30,FORD MOTOR CO,,,1968.5,1968.5,345370860,37996,F,3711,48126,11,USA,,,,2619.1,2619.1,,,220.3,130.1,72.1,,,,,,,,,,,,,,,,,,,,,,72.1,,90.2,,,,,,,,,,,56.9999,,,,,,,,,,,,
4839,1968/12/31,FORD MOTOR CO,,,1968.75,1968.75,345370860,37996,F,3711,48126,11,USA,,,,3842.7,3842.7,,,435.2,338.4,164,,,,,,,,,,,,,,,,,,,,,,164,,96.8,,,,,,,,,,,52.9999,,,,,,,,,,,,
4839,1969/3/31,FORD MOTOR CO,,,1969,1969,345370860,37996,F,3711,48126,11,USA,,,,3583.4,3583.4,2929.3,205,449.1,355.5,167.7,,,,,,,,,,,,,,,,,,,,,,167.7,,93.6,,,,,,,,,,,51,,,,,,,,,,,,
4839,1969/6/30,FORD MOTOR CO,,,1969.25,1969.25,345370860,37996,F,3711,48126,11,USA,,,,3892.3,3892.3,3210.6,218.1,463.6,369.1,180.4,,,,,,,,,,,,,,,,,,,,,,180.4,,94.5,,,,,,,,,,,47.2499,,,,,,,,,,,,
4839,1969/9/30,FORD MOTOR CO,,,1969.5,1969.5,345370860,37996,F,3711,48126,11,USA,,,,3178.4,3178.4,2787.6,208.5,182.3,85.3,54.3,,,,,,,,,,,,,,,,,,,,,,54.3,,97,,,,,,,,,,,43.1299,,,,,,,,,,,,
4839,1969/12/31,FORD MOTOR CO,,,1969.75,1969.75,345370860,37996,F,3711,48126,11,USA,5526.6,,,4101.5,4101.5,3429.1,272.2,400.2,300.1,144.1,,,,,,,,,,,,,,454.1,304.6,,,,,5222,5222,144.1,,100.1,,,,,,,,,0,109.317,41.125,,,,,,,,,,,,
4839,1970/3/31,FORD MOTOR CO,,,1970,1970,345370860,37996,F,3711,48126,11,USA,,,,3395,3395,,,350.6,,124.4,,,,,,,,,,,,,,,,,,,,,,124.4,,101.7,,,,,,,,,,,45.7499,,,,,,,,,,,,
4839,1970/6/30,FORD MOTOR CO,,,1970.25,1970.25,345370860,37996,F,3711,48126,11,USA,5855.399,,,3910.9,3910.9,,,442.7,,166.4,,,,,,,,,,,,,,445.8,471.7,,,,,5383.699,5383.699,166.4,,102.4,,,,,,,,,0,,43.875,,,,,,,,,,,,
4839,1970/9/30,FORD MOTOR CO,,,1970.5,1970.5,345370860,37996,F,3711,48126,11,USA,5872.799,,,3409.6,3409.6,,,268.6,,73.9,,,,,,,,,,,,,,482.9,493.1,,,,,5379.699,5379.699,73.9,,102.9,,,,,,,,,0,,51.7499,,,,,,,,,,,,
4839,1970/12/31,FORD MOTOR CO,,,1970.75,1970.75,345370860,37996,F,3711,48126,11,USA,5924.698,,,4264.398,4264.398,12641,910.5,366.5,1014.798,151,,,,,,,,,,,,,,577.2,456.8,,,,,5467.898,5467.898,151,,106.6,,,,,,,,,0,109.068,56.25,,,,,,,,,,,,
4839,1971/3/31,FORD MOTOR CO,,,1971,1971,345370860,37996,F,3711,48126,11,USA,6115.797,,,3871.3,3871.3,3215.1,222.6,433.6,327.5,169.2,,,,,,,,,,,,,,578.7,528.5,,,,,5587.297,5587.297,169.2,,106.1,,,,,,,,,0,109.382,60.2499,,,,,,,,,,,,
4839,1971/6/30,FORD MOTOR CO,,,1971.25,1971.25,345370860,37996,F,3711,48126,11,USA,6263.298,,,4157.5,4157.5,3448.9,229.2,479.4,372.9,197.8,,,,,,,,,,,,,,599.6,550.7,,,,,5712.598,5712.598,197.8,,106.5,,,,,,,,,0,109.286,62.4999,,,,,,,,,,,,
4839,1971/9/30,FORD MOTOR CO,,1971/10/29,1971.5,1971.5,345370860,37996,F,3711,48126,11,USA,6266.2,,,3837.2,3837.2,3319,241.7,276.5,170.6,86,,,,,,,,,,,,,,614.9,705.2,,,,,5561,5561,86,,105.9,,,,,,,,,0,106.66,69.4999,,,,,,,,,,,,
4839,1971/12/31,FORD MOTOR CO,,1972/2/15,1971.75,1971.75,345370860,37996,F,3711,48126,11,USA,6450.795,10509.797,4861.202,4567,4567,3781.5,280.5,505,396.4,203.7,229.1,,,,,,,,,,4767.297,3420.9,2539.5,536.8,802.2,101.4,101.4,1084.6,739.7,5547.195,5547.195,203.7,,108.6,,,,,3828.6,409,,,0,103.742,70.2499,,,,,,,,,,,,
4839,1972/3/31,FORD MOTOR CO,,1972/4/27,1972,1972,345370860,37996,F,3711,48126,11,USA,6566.798,,,4842.297,4842.297,4003.2,245.9,593.2,482.297,252.4,,,,,,,,,,,,,,522.6,850.4,,,,,5716.398,5716.398,252.4,,110.9,,,,,,,,,0,104.102,73.9999,,,,,,,,,,,,
4839,1972/6/30,FORD MOTOR CO,,1972/7/28,1972.25,1972.25,345370860,37996,F,3711,48126,11,USA,6755.098,,,5359.598,5359.598,4433,274,652.6,541.498,282.8,,,,,,,,,,,,,,498.1,842.5,,,,,5912.598,5912.598,282.8,,111.1,,,,,,,,,0,103.876,63.8749,,,,,,,,,,,,
4839,1972/9/30,FORD MOTOR CO,,1972/10/30,1972.5,1972.5,345370860,37996,F,3711,48126,11,USA,6753.097,,,4412.199,4412.199,3846.8,268.9,296.5,184.099,94.4,,,,,,,,,,,,,,402.4,971.3,,,,,5781.797,5781.797,94.4,,112.4,,,,,,,,,0,101.39,66.6249,,,,,,,,,,,,
4839,1972/12/31,FORD MOTOR CO,,1973/2/13,1972.75,1972.75,345370860,37996,F,3711,48126,11,USA,7061.897,11634,5566.003,5580.297,5580.297,4831.598,218.1,530.6,409.999,240.4,270.6,,,,,,,,,,5544.5,3860,2780.8,393.5,993.9,106.7,106.7,1469.2,846.8,5961.297,5961.297,240.4,,120.6,,,,,4053,441.5,,,0,101.042,79.6249,,,,,,,,,,,,
4839,1973/3/31,FORD MOTOR CO,,1973/5/1,1973,1973,345370860,37996,F,3711,48126,11,USA,7135.297,,,6122.699,6122.699,5092,238.4,792.3,673.099,360.7,,,,,,,,,,,,,,514,929,,,,,6206.297,6206.297,360.7,,119.2,,,,,,,,,0,100.919,63.3749,,,,,,,,,,,,
4839,1973/6/30,FORD MOTOR CO,,1973/7/27,1973.25,1973.25,345370860,37996,F,3711,48126,11,USA,7248.199,,,6274.699,6274.699,5220.797,256.2,797.7,675.202,394.2,,,,,,,,,,,,,,564.6,800.5,,,,,6447.699,6447.699,394.2,,122.5,,,,,,,,,0,99.595,54.6249,,,,,,,,,,,,
4839,1973/9/30,FORD MOTOR CO,,1973/10/24,1973.5,1973.5,345370860,37996,F,3711,48126,11,USA,7427.199,,,4986.199,4986.199,4472.797,239.9,273.5,149.202,95,,,,,,,,,,,,,,594.3,983,,,,,6444.199,6444.199,95,,124.3,,,,,,,,,0,99.599,59.8749,,,,,,,,,,,,
4839,1973/12/31,FORD MOTOR CO,,1974/2/13,1973.75,1973.75,345370860,37996,F,3711,48126,11,USA,7507.198,12954,6423.802,5631.5,5631.5,5143.199,312.9,175.4,56.301,56.6,383.8,,,,,,,,,,6189.5,4529,3592.7,833,977,125.1,125.1,1082.2,1078.8,6405.098,6405.098,56.6,,119.1,,,,,4376.598,534,,,0,98.785,40.5,,,,,,,,,,,,
4839,1974/3/31,FORD MOTOR CO,,1974/5/1,1974,1974,345370860,37996,F,3711,48126,11,USA,7431.999,,,5462.5,5462.5,4874.699,232.8,355,228.701,123.6,,,,,,,,,,,,,,783.4,1206.3,,,,,6225.699,6225.699,123.6,,126.3,,,,,,,,,0,93.561,49.1249,,,,,,,,,,,,
4839,1974/6/30,FORD MOTOR CO,,1974/7/31,1974.25,1974.25,345370860,37996,F,3711,48126,11,USA,7532.3,,,5973.797,5973.797,5287.098,258.3,428.4,298.799,167.8,,,,,,,,,,,,,,702.5,1212.8,,,,,6319.5,6319.5,167.8,,129.6,,,,,,,,,0,93.571,48.9999,,,,,,,,,,,,
4839,1974/9/30,FORD MOTOR CO,,1974/10/31,1974.5,1974.5,345370860,37996,F,3711,48126,11,USA,7900.602,,,6024.199,6024.199,5530.797,253.3,240.1,107.702,47.4,,,,,,,,,,,,,,858.9,1468.2,138.8,138.8,,,6293.602,6293.602,47.4,,132.4,,,,,,,,,0,93.59,36.8749,,,,,,,,,,,,
4839,1974/12/31,FORD MOTOR CO,,1975/2/19,1974.75,1974.75,345370860,37996,F,3711,48126,11,USA,7857.497,14173.598,7792.801,6160.098,6160.098,5753.398,287.6,119.1,-23.4,22.1,504.1,,,,,,,,,,6841.199,5340.898,4253,1280.8,1476.7,139.5,139.5,605.9,1457.1,6241.297,6241.297,22.1,,142.5,,,,,4641.898,471.1,,,0,93.186,33.375,,,,,,,,,,,,
4839,1975/3/31,FORD MOTOR CO,,1975/4/30,1975,1975,345370860,37996,F,3711,48126,11,USA,7802.099,14171.402,7844.103,5093.699,5093.699,4721,244.9,127.799,-128.901,-105.8,,,,,,,,,,,6890.199,5494.602,4248.199,1554.3,1474.8,143.6,143.6,428.7,1688.4,6183.699,6183.699,-10.6,,256.7,,,,91.6,5611.602,874.7,,,0,93.215,37.125,,,,,,,,,,,,
4839,1975/6/30,FORD MOTOR CO,,1975/7/31,1975.25,1975.25,345370860,37996,F,3711,48126,11,USA,7864.402,14237.504,7858.402,6281.199,6281.199,5619.801,235.7,425.698,176.598,107.1,,,,,,,,,,,6932.102,5478.602,4137.398,1267.2,1485.3,144.5,144.5,608.7,1623.9,6234.602,6234.602,107.1,,249.1,,,,76.6,5604.801,894.5,,,0,93.215,41.125,,,,,,,,,,,,
4839,1975/9/30,FORD MOTOR CO,,1975/10/30,1975.5,1975.5,345370860,37996,F,3711,48126,11,USA,7891.5,14449.203,8067.203,6081.598,6081.598,5498.699,247.4,335.498,98.399,56.3,,,,,,,,,,,7117.398,5661.5,3755,1239.4,1509.5,147,147,673.2,2104.7,6235,6235,56.3,,237.1,,,,84.8,5605.602,896.2,,,0,93.215,36.25,,,,,,,,,,,,
4839,1975/12/31,FORD MOTOR CO,,1976/2/24,1975.75,1975.75,345370860,37996,F,3711,48126,11,USA,8056.3,14020.203,7497.803,6552.598,6552.598,5677.398,308.7,566.499,290.3,169.9,476.8,,,,,,,,,,6655.098,4989.5,3806.8,812.5,1533.9,145.9,145.9,950.2,1333.7,6376.5,6376.5,169.9,,276.2,,,,48,5575.898,497.6,,,0,93.92,44,,,,,,,,,,,,
4839,1976/3/31,FORD MOTOR CO,,1976/4/30,1976,1976,345370860,37996,F,3711,48126,11,USA,8337,15077.504,8270.304,7433.5,7433.5,6374.699,266.7,792.101,547.301,328.1,,,,,,,,,,,7706.5,5693.801,3787.001,679.9,1529.8,155.2,155.2,1600,1678,6652,6652,328.1,,244.8,,,,58.9,5514.801,1046.7,,,0,,56.9999,,,,,,,,,,,,
4839,1976/6/30,FORD MOTOR CO,,1976/7/30,1976.25,1976.25,345370860,37996,F,3711,48126,11,USA,8729.301,15996.902,8798.701,7985.699,7985.699,6709,269,1007.699,755.899,441.9,,,,,,,,,,,8584.699,6173.199,3983.401,634.1,1531.1,159.4,159.4,2162.301,1839.4,7038.801,7038.801,441.9,,251.8,,,,57,5519.5,1094.4,,,0,,58.4999,,,,,,,,,,,,
